feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II	born_method	vaginal	-0.000143869406666786	1.43076615504036e-05	524	524	7.36652060110261e-22	4.340580600342e-20
NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I	born_method	vaginal	0.000149931770015092	1.50493140956313e-05	524	352	1.61648988517518e-21	8.84450894317279e-20
PWY.2723..trehalose.degradation.V	born_method	vaginal	0.000134257763294085	1.35275329574822e-05	524	460	2.22622392728344e-21	1.13685835219941e-19
PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation	born_method	vaginal	-0.00014288018369824	1.49541873113712e-05	524	514	4.85330953744288e-20	2.32352194105078e-18
PYRIDNUCSYN.PWY..NAD.biosynthesis.I..from.aspartate.	born_method	vaginal	0.000133077437445843	1.39644151748738e-05	524	465	5.9479029549133e-20	2.68005509615505e-18
LPSSYN.PWY..superpathway.of.lipopolysaccharide.biosynthesis	born_method	vaginal	2.81519059150723e-05	3.042674009199e-06	524	170	5.65730493964756e-19	2.40749754653891e-17
GALACT.GLUCUROCAT.PWY..superpathway.of.hexuronide.and.hexuronate.degradation	born_method	vaginal	5.59050317581734e-05	6.10994134429102e-06	524	260	1.28537772050018e-18	4.83088867226415e-17
GLUDEG.I.PWY..GABA.shunt	born_method	vaginal	3.26731094784443e-05	3.57235533697977e-06	524	201	1.32439506680871e-18	4.83088867226415e-17
PWY.7046..4.coumarate.degradation..anaerobic.	born_method	vaginal	3.18451235275354e-05	3.47898135814173e-06	524	204	1.24770655551942e-18	4.83088867226415e-17
PWY.6700..queuosine.biosynthesis	born_method	vaginal	-0.000118945376241244	1.31387954556748e-05	524	524	2.77487027757325e-18	9.66159378464142e-17
PWY.4702..phytate.degradation.I	born_method	vaginal	6.34046008001775e-05	7.03716296203425e-06	524	268	3.89844244910304e-18	1.2983508330491e-16
PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I	born_method	vaginal	-0.000110763470604521	1.24198816352592e-05	524	523	8.01714897469186e-18	2.55880671442249e-16
PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase.	born_method	vaginal	0.000145406472072679	1.64735181026567e-05	524	504	1.63793440778543e-17	5.01863102545457e-16
PWY.7234..inosine.5..phosphate.biosynthesis.III	born_method	vaginal	-0.000134762840405896	1.53439410372674e-05	524	522	2.3023377926206e-17	6.78304134287455e-16
PWY.5994..palmitate.biosynthesis.I..animals.and.fungi.	born_method	vaginal	3.67585907702149e-05	4.23309492547093e-06	524	105	4.94875929313767e-17	1.40398134020128e-15
THISYNARA.PWY..superpathway.of.thiamin.diphosphate.biosynthesis.III..eukaryotes.	born_method	vaginal	7.7305836961369e-05	8.91751787074022e-06	524	513	5.53734001535693e-17	1.51485801848693e-15
PWY66.409..superpathway.of.purine.nucleotide.salvage	born_method	vaginal	-0.000132638085758729	1.53204256487388e-05	524	511	6.04278655312207e-17	1.59612913782466e-15
GLYCOCAT.PWY..glycogen.degradation.I..bacterial.	born_method	vaginal	0.00018248809893705	2.11605613788706e-05	524	462	7.81701604364979e-17	1.95601658096584e-15
PWY.5656..mannosylglycerate.biosynthesis.I	born_method	vaginal	3.88737344810428e-05	4.50849710925998e-06	524	214	7.91599399607587e-17	1.95601658096584e-15
PWY0.166..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis..E..coli.	born_method	vaginal	-0.000121836002440558	1.41929419371432e-05	524	522	1.0584108699468e-16	2.46736340434564e-15
PWY.6731..starch.degradation.III	born_method	vaginal	3.98945474580018e-05	4.64770791763942e-06	524	322	1.06296334651966e-16	2.46736340434564e-15
PWY.6823..molybdenum.cofactor.biosynthesis	born_method	vaginal	2.6111362182427e-05	3.05306117879692e-06	524	197	1.34764130981416e-16	3.03615659799307e-15
TRNA.CHARGING.PWY..tRNA.charging	born_method	vaginal	-9.83750864000285e-05	1.15270572504398e-05	524	524	1.54786530045869e-16	3.29351338930932e-15
PWY0.42..2.methylcitrate.cycle.I	born_method	vaginal	3.85031269604068e-05	4.51014768051415e-06	524	224	1.5162068554501e-16	3.29351338930932e-15
PWY3O.355..stearate.biosynthesis.III..fungi.	born_method	vaginal	2.79042458354457e-05	3.28865170812854e-06	524	166	2.24763488547831e-16	4.65321168182806e-15
PWY.5121..superpathway.of.geranylgeranyl.diphosphate.biosynthesis.II..via.MEP.	born_method	vaginal	4.69293978981921e-05	5.62500433062822e-06	524	345	6.52892622768587e-16	1.30634579197947e-14
P124.PWY..Bifidobacterium.shunt	born_method	vaginal	9.44880253457535e-05	1.13288029407864e-05	524	203	6.65110781817224e-16	1.30634579197947e-14
PWY.5747..2.methylcitrate.cycle.II	born_method	vaginal	3.66637241862034e-05	4.45386165854341e-06	524	245	1.48980469558176e-15	2.78339121174543e-14
PWY0.41..allantoin.degradation.IV..anaerobic.	born_method	vaginal	2.26730756266593e-05	2.75428947994251e-06	524	188	1.48959617982194e-15	2.78339121174543e-14
PWY.7456..mannan.degradation	born_method	vaginal	3.09335220084113e-05	3.76035547559217e-06	524	151	1.55355873654077e-15	2.83339521950054e-14
PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation	born_method	vaginal	-0.000110336356630322	1.34316518495265e-05	524	524	1.69205886254654e-15	3.00718702087443e-14
COLANSYN.PWY..colanic.acid.building.blocks.biosynthesis	born_method	vaginal	6.26619281915606e-05	7.63066848580062e-06	524	350	1.72736591277382e-15	3.00718702087443e-14
PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation	born_method	vaginal	2.40242469146352e-05	2.93854445395793e-06	524	202	2.25652557814551e-15	3.84110798413213e-14
PWY.6749..CMP.legionaminate.biosynthesis.I	born_method	vaginal	2.91738364300771e-05	3.64062398392735e-06	524	69	7.36614336474132e-15	1.22662300378084e-13
PWY.4981..L.proline.biosynthesis.II..from.arginine.	born_method	vaginal	-0.00012050348262245	1.50921511600921e-05	524	523	9.07856196291188e-15	1.47961243906181e-13
GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronide.and.D.glucuronate.degradation	born_method	vaginal	4.97682249607784e-05	6.27499481892813e-06	524	293	1.33296258364347e-14	2.12718612306436e-13
DAPLYSINESYN.PWY..L.lysine.biosynthesis.I	born_method	vaginal	0.000103326403571868	1.31609228107464e-05	524	499	2.36662697835733e-14	3.69966584779942e-13
COA.PWY..coenzyme.A.biosynthesis.I	born_method	vaginal	-0.000116610215687008	1.4876032868382e-05	524	524	2.58162901584464e-14	3.95505565227399e-13
METHGLYUT.PWY..superpathway.of.methylglyoxal.degradation	born_method	vaginal	4.51999547216759e-05	5.76904422499179e-06	524	434	2.65405930465568e-14	3.98629299483578e-13
PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II	born_method	vaginal	-0.000113487705039691	1.45150022688018e-05	524	524	2.97958689651292e-14	4.38916069755557e-13
GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation	born_method	vaginal	0.000127030365106259	1.63028950693654e-05	524	476	3.60291726657693e-14	5.20723514376967e-13
PWY.2941..L.lysine.biosynthesis.II	born_method	vaginal	-0.000107590319675496	1.38682257882074e-05	524	515	4.57816187505693e-14	6.49420740054371e-13
PWY.6936..seleno.amino.acid.biosynthesis	born_method	vaginal	-0.000109415130142634	1.43947008488946e-05	524	524	1.37622141644424e-13	1.91670109999325e-12
PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III	born_method	vaginal	-9.92104483966228e-05	1.33738460169499e-05	524	524	4.85188059912745e-13	6.63667953380647e-12
LACTOSECAT.PWY..lactose.and.galactose.degradation.I	born_method	vaginal	-0.000197043132413007	2.70544505388955e-05	524	504	1.21185342564796e-12	1.62856091937954e-11
PWY.7392..taxadiene.biosynthesis..engineered.	born_method	vaginal	3.08041253721083e-05	4.23835593564548e-06	524	282	1.34284885174948e-12	1.7734865869657e-11
NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch.	born_method	vaginal	-0.000100281015474496	1.39546543667409e-05	524	523	2.32000104738559e-12	3.0120691564362e-11
PWY0.1298..superpathway.of.pyrimidine.deoxyribonucleosides.degradation	born_method	vaginal	-7.00772879547288e-05	9.79358430728469e-06	524	510	2.84680271783816e-12	3.63441813644005e-11
PWY.6124..inosine.5..phosphate.biosynthesis.II	born_method	vaginal	-0.000108078101801891	1.51220151327523e-05	524	524	3.00911697417118e-12	3.77866164297562e-11
DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II	born_method	vaginal	-9.56137675657809e-05	1.36186163254795e-05	524	520	6.91067511920092e-12	8.53802764727082e-11
PWY.5705..allantoin.degradation.to.glyoxylate.III	born_method	vaginal	2.31514947855438e-05	3.30182777832019e-06	524	231	7.33379634417481e-12	8.91696507879033e-11
PWY.1622..formaldehyde.assimilation.I..serine.pathway.	born_method	vaginal	1.84407133533603e-05	2.64483576455533e-06	524	130	9.47936082730472e-12	1.13456099901803e-10
PWY.5692..allantoin.degradation.to.glyoxylate.II	born_method	vaginal	1.85838355060549e-05	2.67487389716138e-06	524	185	1.11352070510887e-11	1.29235887895969e-10
URDEGR.PWY..superpathway.of.allantoin.degradation.in.plants	born_method	vaginal	1.85838355060549e-05	2.67487389716138e-06	524	185	1.11352070510887e-11	1.29235887895969e-10
KDO.NAGLIPASYN.PWY..superpathway.of..Kdo.2.lipid.A.biosynthesis	born_method	vaginal	2.29198294783808e-05	3.30185536831728e-06	524	234	1.15810216687689e-11	1.32403919377268e-10
GLYCOL.GLYOXDEG.PWY..superpathway.of.glycol.metabolism.and.degradation	born_method	vaginal	2.0658193296785e-05	3.02378480482968e-06	524	295	2.34567040019697e-11	2.642328715516e-10
PWY.6629..superpathway.of.L.tryptophan.biosynthesis	born_method	vaginal	5.73964160738483e-05	8.4282181789657e-06	524	343	2.69751984552498e-11	2.99463797343787e-10
AEROBACTINSYN.PWY..aerobactin.biosynthesis	born_method	vaginal	2.05737874905302e-05	3.0227568490177e-06	524	100	2.76250408094796e-11	3.02296875143734e-10
PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I	born_method	vaginal	-9.95312296530616e-05	1.475000528514e-05	524	524	4.00511869558519e-11	4.32101538143416e-10
PWY.7039..phosphatidate.metabolism..as.a.signaling.molecule	born_method	vaginal	1.86142297027858e-05	2.76184943482875e-06	524	66	4.21613221911527e-11	4.48549622200319e-10
PWY.6123..inosine.5..phosphate.biosynthesis.I	born_method	vaginal	-9.95911824802276e-05	1.49534162168937e-05	524	524	6.96470748868894e-11	7.30817251552839e-10
PWY.5505..L.glutamate.and.L.glutamine.biosynthesis	born_method	vaginal	1.79845001874734e-05	2.71523324507605e-06	524	231	8.75343902402094e-11	9.06099228702708e-10
P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I	born_method	vaginal	6.18271536379005e-05	9.3720262582826e-06	524	468	1.03296407270919e-10	1.05500063959365e-09
SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II	born_method	vaginal	8.52904935872143e-05	1.33842871912131e-05	524	326	4.09756094100974e-10	4.1299101063335e-09
PWY.6588..pyruvate.fermentation.to.acetone	born_method	vaginal	3.34643354505484e-05	5.26999030185803e-06	524	323	4.69290776274178e-10	4.66852902111715e-09
PWY.6071..superpathway.of.phenylethylamine.degradation	born_method	vaginal	1.66217885993032e-05	2.63059757585595e-06	524	62	5.66765372176188e-10	5.56592660367898e-09
PWY0.321..phenylacetate.degradation.I..aerobic.	born_method	vaginal	1.6540536963197e-05	2.6192213648169e-06	524	62	5.790769012884e-10	5.61484691629005e-09
PWY.4984..urea.cycle	born_method	vaginal	3.76886008286552e-05	5.97702514837365e-06	524	290	6.1298489920938e-10	5.86933040992981e-09
PWY.7409..phospholipid.remodeling..phosphatidylethanolamine..yeast.	born_method	vaginal	1.6835024390637e-05	2.71229309635213e-06	524	84	1.10357256118068e-09	1.04362540970913e-08
PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage	born_method	vaginal	5.72573857638833e-05	9.28271170916637e-06	524	415	1.3875048740104e-09	1.29613260181947e-08
PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II	born_method	vaginal	-0.000112722478817658	1.82903304657243e-05	524	524	1.43082466876256e-09	1.30477582889538e-08
PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II	born_method	vaginal	-0.000112722478817658	1.82903304657243e-05	524	524	1.43082466876256e-09	1.30477582889538e-08
PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate	born_method	vaginal	-6.14805358157625e-05	1.00289864438685e-05	524	524	1.73358928648275e-09	1.5622698746421e-08
PWY1G.0..mycothiol.biosynthesis	born_method	vaginal	1.57445605147143e-05	2.57270785550937e-06	524	83	1.8429683857067e-09	1.64152765517597e-08
PWY.6895..superpathway.of.thiamin.diphosphate.biosynthesis.II	born_method	vaginal	3.78217359413942e-05	6.23491638778679e-06	524	379	2.5212246719777e-09	2.21983689509761e-08
THISYN.PWY..superpathway.of.thiamin.diphosphate.biosynthesis.I	born_method	vaginal	4.08490606593607e-05	6.74890295718034e-06	524	423	2.72557074216239e-09	2.37248544147317e-08
PWY.7323..superpathway.of.GDP.mannose.derived.O.antigen.building.blocks.biosynthesis	born_method	vaginal	3.92275199444361e-05	6.54982959477176e-06	524	343	3.93571843387632e-09	3.38737114645985e-08
PWY.7115..C4.photosynthetic.carbon.assimilation.cycle..NAD.ME.type	born_method	vaginal	3.1011622699517e-05	5.20321771325628e-06	524	450	4.6486476633766e-09	3.95651567794053e-08
PWY.5392..reductive.TCA.cycle.II	born_method	vaginal	1.53210061492068e-05	2.57885147047557e-06	524	102	5.18439126430089e-09	4.36400407522471e-08
PWY.6317..galactose.degradation.I..Leloir.pathway.	born_method	vaginal	-7.98087375287116e-05	1.3466058251437e-05	524	517	5.62721422625874e-09	4.68526749708064e-08
PWY0.881..superpathway.of.fatty.acid.biosynthesis.I..E..coli.	born_method	vaginal	3.91098859743892e-05	6.62779960941484e-06	524	252	6.5163344311504e-09	5.36721739167872e-08
PWY0.781..aspartate.superpathway	born_method	vaginal	5.42267063741307e-05	9.25560518589996e-06	524	442	8.27085442866821e-09	6.73986648123388e-08
ARO.PWY..chorismate.biosynthesis.I	born_method	vaginal	-5.7658479077717e-05	9.86017555736376e-06	524	524	8.80975300753336e-09	7.10344295133743e-08
PWY.5973..cis.vaccenate.biosynthesis	born_method	vaginal	-9.04750383526154e-05	1.54786130750583e-05	524	520	8.93216059536272e-09	7.12711980838317e-08
ALLANTOINDEG.PWY..superpathway.of.allantoin.degradation.in.yeast	born_method	vaginal	1.6700450591261e-05	2.86890813213138e-06	524	73	1.02225449211981e-08	8.01165458601697e-08
PWY.7616..methanol.oxidation.to.carbon.dioxide	born_method	vaginal	1.46866537264007e-05	2.52317164464512e-06	524	101	1.02498975121366e-08	8.01165458601697e-08
ARGININE.SYN4.PWY..L.ornithine.de.novo..biosynthesis	born_method	vaginal	4.01228146656751e-05	6.89583808154064e-06	524	505	1.03832360796903e-08	8.03389781519469e-08
PWY0.1533..methylphosphonate.degradation.I	born_method	vaginal	1.72039575844761e-05	2.96320864713077e-06	524	180	1.1141117959953e-08	8.48360743437348e-08
PWY.7235..superpathway.of.ubiquinol.6.biosynthesis..eukaryotic.	born_method	vaginal	1.52483930978502e-05	2.62705494641111e-06	524	55	1.12343358029292e-08	8.48360743437348e-08
PWY.5871..ubiquinol.9.biosynthesis..eukaryotic.	born_method	vaginal	1.5152381280594e-05	2.61174163792751e-06	524	54	1.14074616937398e-08	8.48360743437348e-08
PWY.5873..ubiquinol.7.biosynthesis..eukaryotic.	born_method	vaginal	1.5152381280594e-05	2.61174163792751e-06	524	54	1.14074616937398e-08	8.48360743437348e-08
PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type	born_method	vaginal	6.18714644697111e-05	1.06753460387781e-05	524	506	1.1790988832002e-08	8.68451677433992e-08
PWY.5265..peptidoglycan.biosynthesis.II..staphylococci.	born_method	vaginal	-8.55351462246419e-05	1.4783037798232e-05	524	481	1.2448509063932e-08	9.08148375521134e-08
KETOGLUCONMET.PWY..ketogluconate.metabolism	born_method	vaginal	4.76732507201375e-05	8.28471583065404e-06	524	344	1.48536458575372e-08	1.07338610630882e-07
COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis	born_method	vaginal	-5.88754142151215e-05	1.03157634255503e-05	524	523	1.92807087038325e-08	1.37354950584066e-07
PWY.5173..superpathway.of.acetyl.CoA.biosynthesis	born_method	vaginal	-7.20432829443459e-05	1.26247169619573e-05	524	519	1.9365972145012e-08	1.37354950584066e-07
PWY.181..photorespiration	born_method	vaginal	1.68795052000564e-05	2.96065682313029e-06	524	96	1.9936534126853e-08	1.40104450836416e-07
PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis	born_method	vaginal	3.75903439983212e-05	6.6089208407536e-06	524	410	2.14722959328312e-08	1.49525260768625e-07
PWY.621..sucrose.degradation.III..sucrose.invertase.	born_method	vaginal	-9.47231826013302e-05	1.68140684657581e-05	524	519	2.8921357657447e-08	1.99583423113553e-07
PWY.5838..superpathway.of.menaquinol.8.biosynthesis.I	born_method	vaginal	3.95144733893542e-05	7.02160164653675e-06	524	410	2.98868743483929e-08	2.04404872775616e-07
PWY0.1061..superpathway.of.L.alanine.biosynthesis	born_method	vaginal	7.92219951843338e-05	1.41030017979039e-05	524	477	3.15935129942936e-08	2.14164875695831e-07
PWY0.1415..superpathway.of.heme.biosynthesis.from.uroporphyrinogen.III	born_method	vaginal	2.81637994083561e-05	5.03683132220541e-06	524	386	3.63608103633085e-08	2.44319129283284e-07
CENTFERM.PWY..pyruvate.fermentation.to.butanoate	born_method	vaginal	1.58695411084307e-05	2.87108777131581e-06	524	106	5.14558365293453e-08	3.42740615491118e-07
PWY.6531..mannitol.cycle	born_method	vaginal	3.90477151498773e-05	7.08585132776809e-06	524	323	5.62890226014455e-08	3.71701649247476e-07
PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis	born_method	vaginal	-9.06241868930778e-05	1.64808825776887e-05	524	524	6.0003217879463e-08	3.92841580304861e-07
PWY.821..superpathway.of.sulfur.amino.acid.biosynthesis..Saccharomyces.cerevisiae.	born_method	vaginal	2.75666417856699e-05	5.02501206616936e-06	524	463	6.42797464726502e-08	4.17273608458051e-07
PWY.7204..pyridoxal.5..phosphate.salvage.II..plants.	born_method	vaginal	2.9658592549671e-05	5.40903902377373e-06	524	296	6.52256333144546e-08	4.19855757301447e-07
PWY.6590..superpathway.of.Clostridium.acetobutylicum.acidogenic.fermentation	born_method	vaginal	1.59391154922629e-05	2.92818038761864e-06	524	106	8.06395358299905e-08	5.14749037048106e-07
PWY.5676..acetyl.CoA.fermentation.to.butanoate.II	born_method	vaginal	2.21572280853963e-05	4.07879246065983e-06	524	295	8.55121228705667e-08	5.41341207593835e-07
PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I	born_method	vaginal	4.44750837122092e-05	8.19235318588647e-06	524	415	8.7089951342183e-08	5.45837853110816e-07
PWY.6549..L.glutamine.biosynthesis.III	born_method	vaginal	1.67481088294983e-05	3.0857020800526e-06	524	234	8.76475926013452e-08	5.45837853110816e-07
PWY.6353..purine.nucleotides.degradation.II..aerobic.	born_method	vaginal	6.0159097606667e-05	1.11070936119555e-05	524	326	9.30887065994869e-08	5.75047977864572e-07
PWY.6737..starch.degradation.V	born_method	vaginal	0.000103507120050524	1.92336083559717e-05	524	519	1.11797023759956e-07	6.85092161601012e-07
PWY.5659..GDP.mannose.biosynthesis	born_method	vaginal	-5.87836790270307e-05	1.10337137846831e-05	524	518	1.48317961213618e-07	9.01679034044693e-07
PWYG.321..mycolate.biosynthesis	born_method	vaginal	7.21290800863348e-05	1.36452111039129e-05	524	373	1.84157829352453e-07	1.11074722270849e-06
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I	born_method	vaginal	-7.58685472805419e-05	1.43780956070714e-05	524	523	1.93309224450555e-07	1.15683489007129e-06
PWY0.1479..tRNA.processing	born_method	vaginal	4.54392110977661e-05	8.7303255142106e-06	524	461	2.79922465753545e-07	1.66217526176136e-06
GALACTUROCAT.PWY..D.galacturonate.degradation.I	born_method	vaginal	3.09460922727088e-05	5.97884971207248e-06	524	371	3.24314893134372e-07	1.91096313954561e-06
PWY.5178..toluene.degradation.IV..aerobic...via.catechol.	born_method	vaginal	1.37474994046875e-05	2.65768306894587e-06	524	65	3.29625238379985e-07	1.9274269664051e-06
PWY.3841..folate.transformations.II	born_method	vaginal	-7.33280091981864e-05	1.43192246751828e-05	524	524	4.28609408324744e-07	2.48723338467238e-06
PWY.5138..unsaturated..even.numbered.fatty.acid..beta..oxidation	born_method	vaginal	-5.51670367413172e-05	1.0823137709706e-05	524	433	4.83243689108375e-07	2.78319297636853e-06
HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.oxopent.4.enoate	born_method	vaginal	2.30000351612357e-05	4.56560560205054e-06	524	234	6.50738927274574e-07	3.69234087623944e-06
PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.oxopent.4.enoate	born_method	vaginal	2.30000351612357e-05	4.56560560205054e-06	524	234	6.50738927274574e-07	3.69234087623944e-06
PWY.6901..superpathway.of.glucose.and.xylose.degradation	born_method	vaginal	4.18730974372247e-05	8.37567435674111e-06	524	484	7.87013506811229e-07	4.43273783983383e-06
PWY.7385..1.3.propanediol.biosynthesis..engineered.	born_method	vaginal	1.51035047373779e-05	3.0286407398812e-06	524	144	8.37081443256261e-07	4.68032398200216e-06
PWY.922..mevalonate.pathway.I	born_method	vaginal	-4.18387203270181e-05	8.42517482086588e-06	524	447	9.28251470315157e-07	5.1524683062421e-06
UDPNACETYLGALSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.II	born_method	vaginal	1.45448306672111e-05	2.94163916414377e-06	524	89	1.03138577000859e-06	5.68375179731354e-06
PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I	born_method	vaginal	-6.85480895270772e-05	1.39218615078416e-05	524	524	1.14128709764038e-06	6.24447083423237e-06
PWY.6113..superpathway.of.mycolate.biosynthesis	born_method	vaginal	4.77364011352062e-05	9.81974583635125e-06	524	300	1.54629456871573e-06	8.40043716054077e-06
PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate.	born_method	vaginal	-4.87345040890253e-05	1.00288480739323e-05	524	515	1.56006243780524e-06	8.41554807999165e-06
PWY.7200..superpathway.of.pyrimidine.deoxyribonucleoside.salvage	born_method	vaginal	-5.81546134928614e-05	1.21474674775909e-05	524	396	2.20473653430448e-06	1.1809987309631e-05
CALVIN.PWY..Calvin.Benson.Bassham.cycle	born_method	vaginal	-5.22522694234381e-05	1.09469574055535e-05	524	517	2.35864832395421e-06	1.25466987232564e-05
PWY.6471..peptidoglycan.biosynthesis.IV..Enterococcus.faecium.	born_method	vaginal	-6.84823978264967e-05	1.43643629948594e-05	524	511	2.42349535897598e-06	1.28027409998318e-05
PWY.6891..thiazole.biosynthesis.II..Bacillus.	born_method	vaginal	3.29659704207783e-05	6.98244813874935e-06	524	393	3.01686348550029e-06	1.58282015746111e-05
PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II	born_method	vaginal	7.06767860329517e-05	1.50414263986991e-05	524	517	3.35306135775481e-06	1.73165086434947e-05
PWY.5675..nitrate.reduction.V..assimilatory.	born_method	vaginal	3.66625485541971e-05	7.80412944866696e-06	524	419	3.36835481446568e-06	1.73165086434947e-05
PWY.6703..preQ0.biosynthesis	born_method	vaginal	-5.82554681677368e-05	1.24003321333839e-05	524	520	3.3674665958347e-06	1.73165086434947e-05
PWY.6859..all.trans.farnesol.biosynthesis	born_method	vaginal	-4.64222031976292e-05	9.94894140878791e-06	524	504	3.90900565575161e-06	1.99619888820382e-05
HSERMETANA.PWY..L.methionine.biosynthesis.III	born_method	vaginal	7.76870545484724e-05	1.67143998299754e-05	524	505	4.25372444756573e-06	2.15784962042076e-05
HEME.BIOSYNTHESIS.II..heme.biosynthesis.I..aerobic.	born_method	vaginal	-3.99036275980893e-05	8.61849596166502e-06	524	510	4.62283565930761e-06	2.32966586515107e-05
P125.PWY..superpathway.of..R.R..butanediol.biosynthesis	born_method	vaginal	-5.823788734458e-05	1.26071512329569e-05	524	473	4.8547927784396e-06	2.43056945639525e-05
FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation	born_method	vaginal	3.14346378434595e-05	6.80724430592212e-06	524	360	4.89113629232631e-06	2.43286389605322e-05
PWY.6545..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.III	born_method	vaginal	-4.20461281575866e-05	9.15835240458076e-06	524	367	5.53544760867828e-06	2.73558249564359e-05
PWY.1042..glycolysis.IV..plant.cytosol.	born_method	vaginal	-7.99279330327409e-05	1.74430192670418e-05	524	520	5.7637574937016e-06	2.83015271806117e-05
PWY.7663..gondoate.biosynthesis..anaerobic.	born_method	vaginal	-7.07359575198637e-05	1.54736145415985e-05	524	523	6.05793618464369e-06	2.95565548881342e-05
PWY66.400..glycolysis.VI..metazoan.	born_method	vaginal	-6.1902579368385e-05	1.35839476406052e-05	524	520	6.4697501660605e-06	3.13660039696351e-05
PWY0.1277..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation	born_method	vaginal	2.37131791319417e-05	5.20951571336579e-06	524	232	6.62371643645274e-06	3.1910482958005e-05
